reviewstext,reviews_rating,reviews_numhelpful
while universal remote concept great idea ie combine remotes into one not without complications like others tried these past always seems gotcha after 25 hours deep into making work ideally pay attention these reviewsline sight big issue although do sell rf adapter even might always work so sure buy return policy harmony line getting better overall better web interface instructions etci do not want repeat items listed previous reviews agree withhowever add thisbefore jumping ask yourself am really gaining if lot complex remotes sometimes can take u days maybe weeks get harmony do everything current remote does then even does harmony intuitive existing remote key layout ideal remote use most good example directv dvr remote control laid out very intuitive manner serves one purpose performs one task very well make universal remote equally intuitive would nearly impossiblewhere see these universal remotes good fit multiple remotes u use sequence switch between audio video input output sources these functions can reduced single button universal remote such ult one however others correctly mentioned dont even attempt do project like hour twovery unrealistic expectations u really pit bull gadget master goal oriented type person make these devices more complicated tasks not those add get frustrated easily otoh if time nrg well versed these types techno projectsand u desire simplify multiple remote controls might dream remote control,3,-1
do not buy if macsilverlight harmony plugins clearly not production ready not sync tried different macs different os etci apple tattoo using logitech years not anymore friends cnet hearing about shortlyoh almost forgot mention only tech support option besides user forums 29 hour waste time trying troubleshoot silverlight plugin,1,-1
would give zero stars if could remote promises great things fails miserably deliver purchased two these remotes had return both because neither would sync computer dedicated harmony user past four years see glowing review harmony 1100 never had so much difficulty setting up universal remote sync would hang without finishing wouldnt start up setup failed recognize couple devices even though absolutely certain had entered correct model numbers am considerably techsavvy could understand if problem had occurred only one remote both never again,1,-1
having owned one each last four generations logitech harmony remotes should immediately called out homer brand concept am ive had quibbles over time ill go over those quibbles theyve eliminated nearly perfect harmony ultimate onethe first quibble size feel difficult reach buttons larger versions harmony without swinging twohanded like broadsword version easy manipulate top bottomthe second touchscreen old harmony remotes odds could get through tv session without accidentally brushing touchscreen landing inevitably channel 1 were next nil one does excellent job disregarding inadvertent contact screen addition screen much more useful swipe motions go between four major functions touchpad number pad function screen channel screenthe third setup main selling point harmony ability make devices function one touch activity previously required lot manual finesse one example receiver needs about 5 seconds after turning boot receive additional commands old remotes had manually program delay ultimate one delay accounted cant imagine much product testing research logitech team went into presets accompany each device add havent had customize remotes interaction anything just works,5,-1
harmony ultimate one reviewa weeks ago received then responded emailsurvey logitech pays register products make long story short although am not professional reviewer chose give harmony ultimate one universal remote test review customer cool anyway regardless got hands unit promise honest review so goesease setupwhen received ultimate one ill refer u1 remainder review had already familiar harmony website had set up u1s predecessor harmony touch just like endeavor setting up u1 website simple can get youre walked through each step beginning finding components huge database had no trouble finding gear then arranging activities eg watch tv listen cd play video game etc finally synching everything together make work bigger more complex system longer may take set up remote ease remains same using website set up remote trouble free actually pleasurable experience score 5 out 5ability customizethe u1 allows pretty cool customization one example can upload jpeg photos icons so theory if took digital photo yourself can use picture icon watch tv inner geek loves stuff aside can change background colors change name activity like changing watch tv living room tv adjust touch screen brightness etc one cool feature can adjust brightness backlit hard buttons independent touch screen nice can even choose want unit provide tactile vibration feedback press touch screen buttonicon also nice touch down side if youre into animated menus icons wont find score 45 out 5performanceease usethe simplicity u1s setup transferred use logitech seems get everything right off bat after listing gear arranging activities everything works perfectly dont know do delay times sequence power oninput choice etc perfect if reason isnt can always adjust needed tv viewing logitech harmony provides 50 favorite channels show up icons u1 so if program hbo hd into favorites simply press appropriate icon get channel best part icons along corresponding channel numbers selectable logitechs impressive database simple can get being ir remote good line sight coverage if accidentally move away while turning components off causing part system not respond ir commands simply activate help feature u1 guide through components ensuring each one appropriate inputs engaged display devicereceiverswitcher score 5 out 5ergonomicsmuch has written about transport buttons located top u1s predecessor touch still u1 however fast forward rewind buttons perform double duty keep finger pressed either can skipgo back nextprevious blue ray dvd cd chapter track like vibrate feature hit touch screen icon autoon based motion huge improvements over touch opinion dont know if logitech meant handled way concerning aforementioned transport buttons top remote find easier manipulate forefinger than thumb backside remote has more tactile friendly feel like very light sandpaper front touch screen surrounded hard buttons nestled onto remote quite attractive noncontact areas finished pianogloss black add fit finish score 4 out 5valueits hard assign value rating consumer electronics opinion one must decide does make life easier does make life more enjoyable if answer both those questions yes then whats appropriate price such bliss 24999 u1 isnt cheap however home theater nut like meits value awesome would recommend remote someone just flat panel cable box absolutely not far less expensive options out now if money absolutely no object asked mei would say yes however would also wonder dont more advanced complex system home theater enthusiast like u1 very good value after spending literally thousands over years home theater equipment 24999 indeed good value score 45 out 5plus minusesplus incredibly easy set up use gesture capability customization can control 15 devices comes charger one year warranty vibrate command option motion control backlight fifty channel favorites appropriate iconsminus infamous transport buttons located above touch screen price simple systems may not value cannot replace rechargeable batteryfinal thoughtsget remote if components hidden away cabinets out direct line sight infrared then purchase harmony hub about 10000 use home theater works beautifully however standalone remote u1 has pretty good range ir did predecessor touch if more than flat panel cable box remote should top list able set up quickly able use efficiently final score 46 out 5,5,-1
bought remote replace old harmony one so far has good replacement does not operate devices out line sight has confusion earlier reviews regarding even though theres nothing description says does fine devices behind glass works just fine if need beyondlineofsight functionality youll spring more expensive version hubsetup easier than old remote webbased setup had better knowledge actual names inputs outputs receiver so no trial error could happen older model told setup took about 10 minutes most waiting firmware update actual defining activities devices inputs took only minutes worked first timeall said ergonomics remote not good old harmony one lack hardware number pad unfortunate reasonable tradeoff reduced size real problem placement dvr controls top annoying forces move hands too much these commonlyused controls besides nice remote plan use long time,4,-1
experience remote has nothing joyous one setup website not only easy actually fun four step process add components add activities add favorite channels one more im forgetting setting up favorite channels took longest im super organized so moving channels around going through channelsthe customization possibilities remote seems endless were buttons were either missing didnt do wanted super easy either add whole new buttonfunctionality simply pointing old remote harmony teaching harmony new button edit current buttonyou can edit graphics well such background favorite channel icons also created sequence basically macro worked perfectly fine sequence watch 3d while watch movie activity had about 4 steps using tvs 3d function even added delay 3 seconds before couple actions such waiting screen fully display before exit action selectedcustomizing remote does require technical skills thats expected remote think pricey does already programmed each components think got moneys worthif had nitpick not easy should connect sync cable remote also itd much nicer if bluetooth instead having connect cable synci replaced 5 remotes works great allsharp tv lc80le844uyamaha receiver rxv473sony bluray player bdpbx57dvr receiver motorola vip1216xbox 360and ill soon adding xbox onei wii u remote wont work fine because use xbox media streamingoverall highly recommend remote anyone same needs,5,-1
owned harmony remotes since long before logitech bought out companyi lived knowledge each remote would only last about 3 years before form button failure would develop worth because no other remote market had ergonomics feature base ease setup harmony remotemy fifth best remote 900 fantastic remote until volume channel buttons started fail young age only 2 12 yearsso went out bought harony ultimate one best buy man oh man did regret first has harmony completely forgotten remotes like 1000 failures remotes like 900 orginal harmony one great success stories yes harmony buttons right mixture lcd made remote must ultimate too much lcd not enough hard buttons lcd buttons constantly look down remote trying do anything physical buttons can feel way around remote anyone uses remote 23 weeks become very use finding most needed buttons without ever looking down once remote touch screen buttons can use years still need look down see if finger over right spotnow while am not happy towards lessening physical buttons leaning towards touch screen knew getting into so willing live until hopefully harmony realized mistake made more button packed remote like 880 900 then acame problems like remote had built gremlin just messed every so often dealt lockups galore problems lcd light staying killing batteries then prgogramming issues never had harmony remote before end packed up puppy sent backthe real shame harmony put words ultimate remote fact had so better models over years lesson harmony go back basics give customers want not cheapest build remote finaly crossed line got into realm low quality too much glitz sparkle not enough once made harmony remotes great,2,-1
very good remote controls devices samsung tv benq projector marantz av amp sky hd ps3 infrared dongle if dont one these model cant control same ps4 apparently requires bluetooth even couple obscure old gadgets still supported even if device not database can still learn commands original remote last resorti like harmony remotes because activity concept one button can example turn tv receiver bluray player set inputs correct setting ready watch while turning off unused devices more gadgets more benefit get device like thisthis upgradereplacement old model harmony 525 while like well enough more complicated use than old modelgeneral build quality very good much better than older model feels sold weighty hand rounded back makes easy comfortable hold wobbles around coffe table remote slides easily into charging dock 525 used chew through batteries much better however battery remote not easily replaceable so hope has reasonable longevitythe feel backlit hard buttons very good nice positive click much better than old dead flesh rubber buttons 525the dpad navigation buttons well placed easy use main playpauseffrw controls bit awkwardly placed still useablethe touch screen display provide customisable soft buttons obviously conveys much more information than tiny monochrome lcd old model capacitive type like smartphone very sensitive easy hit wrong softkey remote beeps vibrates touch screen button used not positive real button look remote cant navigate feelfortunately touch screen used mostly secondary functions hard keys cover typical primary controls number keys only touchscreen buttons therefore more difficult use than real buttons favourite sky channels can shown colourful page icons easier than remembering channel number however honest if like use sky guide page anyway only needs direction pad navigate fair after weeks really put away original remotes dont need so device does jobthe programming software pretty easy use bit quirky ways since used old version found easy enough new version improvement also unlike old 525 model certain amount customisation can done directly remote without using pc can do basic set up minutes probably need couple hours set up perfectly several devices control,4,-1
very disappointing lists ability turn components constantly reinstall programing family hates,1,-1
works advertised liked original harmony remote better flat buttons touch screen mean look remote using liked being able feel doing original harmony also charging dock broke after 14 months,3,-1
love love love remote very user friendly around great remote,5,-1
best remote,5,-1
we bought harmony one previous model finally bit dust after having dropped too times one smaller lighter gives small vibration selection made indicate successful selection stands up charger nice because takes less space table dont love no physical number buttons one however swipe get number pad little annoyingoverall good replacement old one,4,-1
one up air seems like good doesnt seem well executed ive basically used harmony remotes each very minimal issues tweaking settings nothing little programming sync couldnt fix exception elite model very tempting price not premium want fork over if ends up like ultimate one model nice remote bit conundrum itself other issues layout ergonomics not pleasing hold use although can use top video controls play pause rewind ff etc rest middle finger index finger between little fin bottom still klutzy feel ive using about two week im working had setup swipe lock screen because palm wrecks entire viewing experience just light brush skin screen contact ability fully customize pages would nice other than changing background picture adding deleting favorite channel iconsthe make break part return because activities set up getting old switch between activities one more component either responds shouldnt doesnt respond programming right currently use least three lower tier remotes frustrating over 200 dollars 4050 dollar pricetag wouldnt burn so much ultimate one remote has problems pretty much time once message popped up told sync error hung up thirty minutes message told unplugplug remote restart sync took maybe two minutes after do now each time gets hung up more than ten minutes unplug restart sync two minutes im fixed moment ill use 350s 650 700 remotes because beginning look like those only reliable optionsthis nice remote everything mentioned above cut lifespan short home desperately would love try elite model dont want deal another letdown ive heard customer service mostly overseas thats lovely need help complicated technical device always pleasure 12 month warranty little scary well 2 days out warranty we cant help these companies consistently cheapening materials other components making customer service lousy so everybody give up go fork out more money replacements ill go back using individual component remotes im still up air about remote again would love elite model 367 days later bites dust would not very happy,3,-1
we bought remote replace harmony 650 good remote if could id rate 35 stars rounded upthe good can handle more devicesactivities than 650 touch screen clean responsive not overly sensitive so dont worry about accidently launching command while swiping scrolling updown sideside breeze has most commonly used hard buttons available so can perform functions without needing look remote has internal battery comes charging standthe bad doesnt very fluid design nor easy grip if youre trying use dvrdvd controls top remote not sure went away more traditional remote design really bad decision making logitechthe remote also kind slow during power phase various activities ex use watch tv activity power tvsatellite receivertheater remote stays starting mode good 1520 seconds so cant immediately change channel want adjust volume until remote finishes cycle need keep remote pointed devices until power first world problems sure 650 didnt do thatactivities dont work once theyve activated ex using watch tv activity power devices lets say theater doesnt power up 650 could just hit watch tv button 2nd time would power theater without powering off tv satellite receiver not case go help screen once turns receiver turns everything else off very frustrating happensbattery life isnt great get about 3 days between charges maybe im expecting too much expected able go least week good news only takes about 30 fully chargethe touch screen has swipe unlock feature guess great if im worried about stranger seeing favorite channels just seems kind pointlessmost shortcomings remote pretty minor buy theres lot minor shortcomings keeps giving better rating dont hate remote overall im happy seems like logitech tried literally break mold remote came up short if made remote basically 650 touch screen theyd perfect remote imo,4,-1
best remote like lot better then remote came tv,5,-1
sort does supposed do not very well about quarter time doesnt turn components turns wrong ones so ends up being more hassle get one component than just use multiple remotes touch screen too sensitive constantly hitting something dont want sucks im middle show movie turns off starts up another component find use these most dvr dvds cds awkward use im constantly bumping into touch screen just explained sucks sensitive touch screen might not big problem if didnt accidentally touch time way back remote designed these buttons not ergonomically placed see remote came out after one now flagship model exactly same these buttons moved below touch screen if remote were set up way would most likely give 4 even 5 stars if would reliably turn correct components time,3,-1
after owning logitech 550 then one neither lasting more than couple years decided give logitech one more chance bought smart control model nonultimate black friday deal biggest complaint both models after couple short years less just did not seem work well either signals became weaker macros got corrupted not surebut especially considering cost one not impressed durabilityenter smart control not ultimate model finally ponied up after getting so frustrated one range seemed deteriorate over time just amazingly frustrating smart control represented pinnacle line date until able review ultimate resolves pretty much every complaint about non ultimate versionmake no mistake both great ultimate imo really worth extra cost due primarily following differences1 ultimate adds touch screen course solves problem having use phone fix issues automated help macros dont do expected course also gives access detailed functions missing simple remote included nonultimate model2 charging station really liked about one guess due having screen more crucial than nonultimate version does not include station also just good place keep remote so always know is3 backlit keys seemingly small thing personally huge deal one biggest reasons prefer ultimate over nonultimate4 haptic feedback tilt sensor again small things both add advantage ultimate nice features really helps ultimate get extra nod over nonultimateand course success both these remotes smart hub imo even if arent sitting far away devices wall behind cabinets hub think real key success over previous models like one predecessors so nice not worry about ps3 integration not mention success rate macros working properly has increased probably 95 would say about 50 oneoverall ultimate one represents years development tweaking imo has resulted excellent remote top linecant recommend enough if can get past spendy price really dont see other alternatives market kind functionality price point,5,-1
very skeptical about spending 300 remote say awesome product harmony offers amazing support functions initially were not working properly emailed harmony made adjustments account re synced issues were resolved not so another email another adjustment another sync shazam fixed certainly recommend anyone multiple devices,5,-1
old logitech remote got broken so bought one hoping better new features junk easy program does work properly stay away one,1,-1
recent software update rendered sync remote impossible web app desktop app equally useless because text field password wont accept password plus developers failed include copy paste also remotes autotimer screen has stopped working so batteries dying timebefore okay product great idea poorly executed,2,-1
put together new entertainment system 2012 big jump av receiver dvr blu ray apple tv flat screen ordered amazon very satisfied even though feel pretty comfortable most tech gadgets paid geek squad set everything up worth done went over harmony 890 remote great until stopped working volume button worn out think so researched thought upgrade would ok id give setting up trywrong app controls had upgraded so had done additional step silverlight software had installed also couldnt included step software allows transferring settings seemed great until didnt really include steps guess going learn set remote up after then realized unit would not work rf older 890 shouldve researched bit moreso now am gonna spend more money overpriced item upgrade hub nope try find used refurbished 890 work current rf extender settings working 890 does everything want has enough flexibility suit huge improvement over multiple remotesi dont upgrade entertainment system often if down road need update find teenager use geek squad avoid tremendous frustration ive wasted close 6 hours trying get work clearly beyond ability look back reviews favorable commenters mention way complexity setting these up really dont think needs case really believe process could much easier than hope experience better than mine set up adequately first time youre able do easily quickly works way want work,1,-1
everyone family hates new harmony remote we love harmony one up kids playroom ultimate ultimate disappointment not well balanced hand defaults screens we dont want touch screen requires 2 hands since so out balance touching buttons feels really wonky do not buy one these used refurbed harmony one would much better think guys designed were too love android phones wanted create similar feel stinks fail find way make start screen we want ive actually had threaten kids punishment if bring up much hate one,1,-1
let start saying now own two these remotes hub main concern support set up original remote without issue then bough another remote bedroom had couple problems getting work correctly each time would fix issue before received response logitech support did not accurate record two remotes second remote refurbished after support got fed up told complementary support over because refurbished unit felt like had tell two previous owners were dont think information businessi thought morning wonder change battery guess cantfor such expensive remote really expect better support able change battery,3,-1
if youre looking complete handson review logitech harmony ultimate one then look no furtherps review made jerry neutron youtube channel feel free subscribe,4,-1
like im long time harmony user one 900 now ultimate ultimate one smart controltodays smart tvs netflix amazon prime plex etc built right into interface thats second execution functions holding down button comes handy out having set up separate activityie watch tv activity normally controls tv cable box netflix built into tv interface well can program netflix command appear screen remote red color button ever button choose then use long press command use tv controls short press commands most likely control cable box since main use activity used point todays smart tvs smart boxes etc require much more functionality than old harmony remotes were best used formany negative reviewers dont seem put time energy into looking into possibilities programming options these remotes almost endlesssequence commands back longer sequences possible than harmony one lil imagination can do anything wantcommand delays come handy devices long boot up timestouch screen sensitivity can adjusted accidental touchesyou can program playpauserewindffskipaheadskipback secondary commands directional pad if dont like default buttons being top remote complain aboutyou ability leave certain activities changing other activities only turn off pressing power buttonie play xbox 360 activity can set leave if want take break not loose spot game watch tv only mention because seems like teenagers ones complain about feature most out researching enoughso although understand diehard harmony one fans may not like new remote realize more potential these remotes than before swapped out 3 harmony ones one 900 2 harmony ultimates one ultimate one 2 smart controlssmart control favorite remote,5,-1
ive using same logitech harmony one last 5 6 years now great despite bloated battery issue last year read harmony one discontinued bought another one just case current one dies im glad did because now harmony one selling twice price paid last year if can find onewhile harmony one wasnt exactly simple program lot easier ultimate wouldnt say ultimate difficult figure out not intuitive one one isnt very intuitive someone going one ultimate youll certainly frustrated disappointed may grow love youll always long one,2,-1
devoted logitechit great remote if fluent web web app easy upgrade if device system not so easy upgrade if pioneer over years gotten much better respect custom programming,5,-1
harmony ruined these remotes taking keypads away useless pathetic touch screen sucksvery sluggish gui just horrible,1,-1
pro does easy programcon extremely highly sensitive touch screen shorter battery life than expected may increase over time,3,-1
remote does almost everything well problems using roku box sometimes randomly not control roku usually after watched video roku period time then try pause nothing happens no other remote command affects roku either go through annoying process switching different input eg cable tv then back roku mode during time roku video continues so now rewind bit get back extremely frustrating makes no sense because not like roku signals change so would remote randomly stop sending works fine other devices,3,-1
bought remote because other people family were unable operate tv sound system streaming player dvd player would get phone calls work input box hdmi remote thatthis remote allows power want set right inputs one button works greatyou can control individual devices can make activities happen examplewatch netflix turns tv sets hdmi1 turns sound bar sets dvd turns dvd player also streams netflixyou can also go even further dvd remote go right selection okay so actual netflix app pis selected part bit more finicky because depends point dvd starts up if doesnt always start up same place would go right selection okay wrong app hope made senseother featuresyou can add icon activity createyou can individually program buttons want certain activity eg short press can do something dvd player while long press can do something else sound barwhy im knocking stars offfor reason havent quite figured out things dont always turn supposed inputs dont go right input goes hdmi2 supposed hdmi1 these errors maybe happen 10 time still wish wouldnt happen because then ill get phone callnext favorites button home button wish devices button would go options device want control right now can do go through not so obvious way really sucks family members trying figure out control certain device since certain devices dont turn would great if were easy just power tv logitech,4,-1
previous version much better hardware software problems short battery charge life loses control featuresbuttons different times require turn off activity reselect activity restore functionality commands firmware updates not solved command drop problem nothing can do about insufficient battery electronic issue also directly related battery life issues overreliance lcd screen prefer better balance between buttons lcd screen buttons allow less time spent staring remote do not want may overreach thinking things better moremostall functionality tied screen remote not phone tabletpc viewing source entertainment meant just control having focus screen command electronics can pain mashing together two preferences into one cost control option logitech not consumer focused decision,2,-1
not happy remote had previous model harmony one loved bought one sister parents gifts programmed theirs addition mine old version easy program use mistakenly thought would even better do not like about if something programmed incorrectly someone knows fix feel free advise1 said programmed others so dont think am too bad not able get one work consistently yet am always having use help button because tv wont turn onoff2 way slower do steps3 help button not right out open like previously4 not yet able figure out make home screen roku come up without having hit home button get blank screen5 does not tell battery getting low old version did6 cant figure out make keypad default home page tv instead favorites channels7 pretty much every time update reset stops halfway through updatethere things like better though1 fix myself option2 dvr button brings up dvr listing dont know if true before notsure wish would bring back old model id buy minute cant see parents using one easily so hope theirs does not break anytime soon,1,-1
third logitech harmony unit last original quite good although developed issues finally gave up ghost replaced next version had touch screen resolved issues original unfortunately one destroyed water damage after burst pipe replaced harmony ultimate one absolutely horrible ergonomics horrendous difficult use most common buttons without physical gyrations using two hands addition touch screen so sensitive constantly activating things dont wanti switched new provider went cable satellite logitech does not fully support new device including fact wont bring up numeric pad touch screen enter channel means still resort satellite box remote easily control boxthe topper after just little over year just enough time warranty run out off button no longer works now makes remote control completely uselessjust not worth hassle truly believe logitech should develop new remote fixes these problems give one free charge anyone bought ultimate one bad,1,-1
we returned amazon we found touchscreen overly sensitive also found remote seemed mind own channels activities would change no one touching remote maybe we ghost house we much happier old harmony one,2,-1
aware no service harmony unit after warranty expires heres quote answer request serviceunfortunately logitech does not offer repair services out warranty products including harmony remotes nor can recommend repair shops work productsian crowedirector customer experiencelogitech harmony remotes,1,-1
theory nice touch screen nice channel listing nice feels solid handbut inconsistent results tv stereo often left unexpected states remote thinks theyre off off remote thinks theyre theres no simple process correct series simple steps yes know youre doing also rounded bottom means cant press buttons unless youre holding device just rocks too much press buttons while sitting table,2,-1
like remote,5,-1
works great replaced older version had 6 years,5,-1
if considering harmony one pay extra get elite gave one family member got elite much happier elite,3,-1
replaced much older version working great so far not had very long really enjoying using recommend,5,-1
miss now broken harmony one not huge fan lcd kinda sensitive also doesnt signal strength old one has pointed directly receiver change channels bring back old harmony remote,3,-1
somewhat clumsy use,4,-1
time favorite remote install custom home theaters living ive installed smart remotes remote best ive ever used smart remote only good programming done remote done right cant beatpros replaces old remotes 1 harmony looks awesome fits hand perfectly uses great software programming cheaper remotes use software stinks large touchscreen rechargeable batterycons expensive although very reasonably priced remote can do vs other brands set up technical can done if computer savvy no hard number keypad large touchscreen personally like better,4,-1
second logitech remotethis one not easy perform functions tv av receiver bluray player direct tv receiver attach needfind myself reaching direct tv bluray player remotes lot,3,-1
always fan logitech make technology easier people arent tech savvy like,5,-1
joke because cant change way thing insists turning every device off every time change activities completely worthless pretty simple system receiver takes several seconds about 10 come wont accept commands remote before booted up logitech should know so use canned activity watch tv receiver ends up wrong input every time because harmony trying change before receiver ready no problem think can add pause between power change input commands right wrong go into customize activity section built functions starred explicitly states cannot change default actions only add okay maybe can leave receiver off watch tv program then cant control volume okay maybe theres way just tell use receiver volume time back over customize section nope okay maybe ill create totally custom watch tv then favorites wont work man thats like half reason bought 250 remote oh still doesnt handle power most basic function piece equipment correctly so doesnt solve anything oh way software load settings remote crashes about one five time use bricks remote soft reboot hold off menu keys down 20 seconds so begins cascading set compromises ultimately renders logitech harmony one very incapable universal remote not even good one can ordered very site about 20 ive played thing week only way can make use use individual devices means controlling things like good old 20 universal one becaeuse logitech makes cool features like favorites dependent notion activities works oh youre looking touch screen individual devices button descriptions take up whole screen sooyou can only see 3 4 buttons time making pretty much worthless too well just icons would do maybe can get rid descriptions back over customize section can change label cant blank still only get one button per line see going do yourself favor stick 20 model,1,-1
these men nice home theater equipment wives clueless do something basic watch tv,5,-1
third harmony remote setup very easy above migrate old settings previous remote harmony ultimate one multiple remotes now supported under harmony account so macros can shared between remotes setup would better if were not dumbed down forcing answer questions would rather option write macrosthe learning curve using remote very minimal touch screen both nice hindrance touch screen very customizable items cannot selected screen without looking battery life has excellentin opinion logitech remote still one best universal remotes available despite shortcomings,4,-1
got replace older harmony works great very easy set up since just took configuration old harmony used new one,4,-1
remote delivered promised remote easy configure able transfer settings easily old remote,5,-1
had reenter devices activities because old remote not harmony one were easy setup finished less than 30 minutes,5,-1
dog ate harmony one advanced remote great remotethis one ultimate one ir remote not nearly stable useful original touch screen touchy cranky very sensitive angle pressure use activate functions frequently selecting channels didnt no matter times program continues confuse bd blueray tvsat dish selections requiring either help button manual input make desired selection slower executing commands than original hope logitech management reads however works mostly better than side table full disparate remotesedit 22 september 2014 still keep couple old devicespecific remotes handy example ultimate one does not mirror controls panasonic bd playeronce while use original remote accessing settings functions battery life joke couple days off charger dies more use ultimate one more dislike nameless engineer designed mediocre excuse universal remote downgraded original 3stars more appropriate 2starsedit 12 december 2014 do not buy frustrating poorly designed garbage thinking maybe firmware update could help devices erratic stability problems went logitech site piece junk no longer even mentioned carried site ultimate one formfactor nonexistant poof gone away manufacturer not acknowledge one products then should run away purchasing dropped 1star rating,1,-1
im long time harmony remote user 4th modelupgrade ive had most recent being harmony one understanding remote similar harmony touch identical remote harmony ultimate package ir hubthe big possible deal breaker lack physical number pad realize can deal breaker people obvious change know youre getting regardthe device itself feels very well built like ergonomics thats matter opinion course aside physical number pad short couple physical buttons appear other models exchange wonderful feature being able assign long short press each physical buttons distinguished nice haptic feedback allowing set great deal commands other great feature compared previous remote ability add remove commands rearrange screen device itself without having connect pc still need sync pc change physical buttons still welcome additionthe tilt sensor wakes device pick up also much more sensitive functional than old harmony one almost required shake small thing again nicesome complain about media controls play ff rw etc being top remote dont find much issue plus touchscreen allows set extremely helpful gesture commands again can setup device itself options gestures aretapdouble tapswipe leftswipe rightswipe upswipe downswipe left holdswipe right holdswipe up holdswipe down holdso simply assigning swipe left right ff rw tap playpause nice alternative if button layout bothers again find physical key positions easy get used tolastly usual customization features most either implemented better least more easily than previous models such custom screen wallpapers customer activity icons unavailable harmony one etcall while ergonomics screen number pad may bit unusual first fantastic remote go pick up hold one person store if possible so know feels like function wise exactly youd expect if experience harmony remotes pastoh one last thing battery isnt replaceable never great product decision mind had harmony one almost 5 years still held charge several days without issue so im not overly concerned battery also doesnt last quite long old harmony one possibly due larger screen means about 2 3 days instead 5 6 not really issueso summary ive previously loved each harmony remote ive owned more than last case little different though last harmony definitely incredible remote each previous remotes were definite improvements over each other however case id say one less objective improvement more change alternative style remotes extra features sure just looking physical remotes core functionality id say harmony ultimate remotes old harmony one equal would come down preference mostly regards feel buttons ergonomics,5,-1
idiot proof mom can even use not fan technology even recognized pc attached tv,5,-1
should bought hub remote need more explanation site explain use install hub,4,-1
performs expected vast majority time sometimes seems lose programing particular function dont know if accidentally hit wrong button first threw off just failed luckily each time failed gone drop down menu selected fix presents menu devices then select device failed provided various possibilities failure lets say hit off button receiver failed shut off just select receiver automatically listed under fix then select power off button each time receiver shut off thereafter fixed until next mishap acceptabely rare another consumer caused problem can hit off did not aim remote direction receiver long enough so ultra high def vizio shut off onkyo receiver may remain macro involved combined functions sends separate signals out each device had needed function button previously used eg watch tv watch smart devices watch blue ray listen fm case allows keep other remotes convenient location case failure might require one harmony sole remote bed nice,4,-1
went back old harmony remote works much better than one touch screen not very responsive too complicated compared harmony one love harmony one,2,-1
works ok replacement harmony one much better numeric keypad enter channels sensitivity if very bad so time get channel has changed first 1 2 numbers virtually impossible get 3 digits before changes channels,3,-1
remote ok numerous harmony models home office bought one set up new system office miss not having number buttons ultimate swipe screen couple times get number screen still not easy having buttons biggest complaint battery life full charge fine day so indicating has almost full charge can come work next day remote completely dead must recharged screen isnt staying so shouldnt screen draining battery doing right out box would look different model if were,3,-1
first commercial radio license before retired data specialist att previously had 880 after eight years just wore out plus side remote extremely versatile can leave other remotes came equipment drawer now significant downside need eyeball index finger replacing buttons press small screen ludicrous frustrating downer 2 thing locks up no reason so ever cover ir port press off button then ir port still covered press menu button then select screen were previously doing if want assistance good luck hope understand philippine english better than do frankly huge loser ive had three months im going put ebay sell useless thing,2,-1
good,3,-1
used avid fan harmony remote ive owned several past no longer case ultimate one seemed work fine first we were pleased over time weve become less less satisfied something changed over time now every time we start activity we need go fix myself function because always one problem another one devices also response time devices much slower harmony than using remote comes device so example press playpause button during fast forward takes about 3 seconds respond forces rewind then also delayed try stop usually we just end up giving up also problem oversensitive recognition gestures causes things happen we dont want therefore must undone has become frustration use harmony remote we frequently end up just using remotes came devices sort defeats purpose dont think especially consider cost product we tried resync harmony remote see if would correct issues were having first sync ran hours without completing message remote said not disconnect because middle update we finally disconnectedreconnected remote sync finally finished much disappointment problems still only thing we can think doing now delete devices activities reenter since timeconsuming should unnecessary only adds frustration not kind pr logitech should want product,1,-1
fantastic programmable computer mac pc like recognizes components tv cable sound bar bluray player apple tv read reviews made jump get really glad did lives up platitudes previously rendered,5,-1
