content,rating,helpfulness
"I have been sleeping on the Modern Sleep Pillow Top Mattress for several days now and I have to say I just love it. I have fractured several vertebrae in my back so a good night's sleep does not come easily. This mattress is great and has just the right blend of good support without being too hard. The mattress is constructed of 8 inches of innerspring coils on the bottom and 6 inches of foam at the top. The foam is of two different kinds so you get the best of both worlds. Memory Foam conforms to you individual body shape but memory foam by itself can retain too much body heat. The brilliance of this mattress is that it combines layers of memory foam with layers of Cool Gel Foam which gives you the comfort without over heating. The innerspring coils on the bottom adds a just little ""bounce"" to the mattress so it does not feel like you are sleeping on a slab.

As I said, I have severe back problems and it is just such a pleasure to wake up and start my day without that ache in my lower back that I had with my last mattress, which I only purchased a year ago. I spent a thousand dollars on that mattress only to be greatly disappointed. The Modern Sleep Pillow Top Hybrid sells for about half that price and is way more comfortable.

The shipping on this mattress seems a little odd at first but is actually a real plus. It comes compressed, vacuum sealed, rolled and boxed. While it is still quite heavy, 110 pounds according to FedEx, the smaller size and shape of the package makes it easy to get through doorways and around awkward corners that some homes have. Once in place just remove the box and the outer plastic wrap and unroll the mattress on top of the bed or platform you are using. Then simply release the compressing by cutting along the edge of the plastic casing. It says the mattress will re-inflate in 24 to 72 hours but mine was full sized in minutes.

I could not be happier with this mattress and I highly recommend it. My daughter is already saying she wants one too!",5.0,1
"First let me start by saying I have slept on the same Sealy Posturepedic bed for a very long time and was looking at new mattresses and had already bought a bed platform when I got the chance to try this out. I also want to state that I have never slept on a memory foam bed even though they have been around for a very long time. I feel this information is important if you are in the market so you can base your opinion off my comments knowing the history. That being said I was surprised that the box arrived and was a cylinder shape but weighing 106 pounds according to the FedEx shipping weight. I would recommend that you have someone help you set it up due to the awkward shape of a mattress and the give it has along with the fact it weighs 106 pounds. I'm stubborn and did it alone but it was a real bear to maneuver it onto the new platform I had. When I opened the box the mattress was cylindrical in shape and a very tight fit so it was hard to get out of the box so I used the scissors that came with my kitchen knives and very carefully cut along an edge to free it. I have shown in stages the removal and setup in the accompanying video I made as well. When you unseal the vacuum wrapped plastic sheeting which is thick, tightly wound and there are a few layers the bed literally seems to self inflate in an instant so be ready and have it on or in the position you require. Mine inflated upside down which was pretty awful seeing I was doing it solo. When they say 14"" they may actually be understating it because some sheets might not be deep enough for this mattress. It is that plush and that deep. When you sit on the edge of the bed the foam immediately gives way and has no rim or edge to keep in structured so I had to get used to the feeling it was pitching me off the edge of the bed and have since learned to sit further back on the edge initially. I also noticed the first night that an average adult when laying in the same position for awhile will eventually sink into the point of feeling the firmness of the springs beneath the foam layers. I was not sure about whether it would be comfortable after a nights sleep so I waited a few nights to write the review. I have always preferred a pillowtop but with some support but figured once I was used to the memory foam this would fit the bill and it does. I find that getting comfortable is much easier and I'm falling asleep faster when I do lay down at night. That is saying a lot because I have a couple of work related injuries on my back from years ago. If I don't have the right balance of soft and support I am like the Tin Man from Oz minus the oil can in the morning and after a week I have had no issues with pain in the morning, I'm falling asleep faster and the foam literally cradles me as it conforms to me when I am first going to bed. If you are like me and have back injuries I would recommend it and if you don't then you'll find it even better to sleep on. I have to say I am amazed because I was looking at Sealy mattresses at twice the price and this is insanely comfortable. Enough so that I ws also looking to replace a mattress on a bed in a spare room and intend to spend half the amount on one of these in that room. It's a great, comfy and economical bed.",4.0,1
I would love to give it 5 stars but before I get into anything else yes the bed.... very comfy however the foot and head part of the mattess is terrible I thought it would fully open up but it hasn't after having it for 6 days now. so when sitting on the end it feels like there is no support. however the sides are great while sitting down.,1.0,-1
"I have to admit, I was a little skeptic about a mattress that arrived in a box all rolled up. But I WAS WRONG. My husband and I are very ""hard"" sleepers, we aren't easy on mattresses. We are also very picky. The mattress is nice and heavy and the fabric on it is so soft. Getting the first layer of plastic off was a bit of a workout. But cutting into that last layer of plastic, the one that let all the air out, was so satisfying. Almost immediately, it swelled up to its advertised size. I left it untouched for 24 hours before putting any bedding or people on it. When I finally laid down on it, I was pleasantly surprised. It's like sleeping on a cloud of perfection. I will forever recommend this mattress.",5.0,-1
"With the combination of its great features, the pillow top, hybrid cool gel memory foam and innerspring, it makes this mattress so amazing. The firmness is perfect for those who are looking for best quality product to sleep on. I was surprised on how comfortable it is and my back doesn't hurt anymore when I wake up in the morning. It's got that cooling effect of the gel that adds to its incredible support for your whole body. Plus, it is so easy to unpack. You just have to lay it on where you're going to put it and roll away. It automatically decompresses once you remove the plastic packaging. The only con about it is that a woman couldn't lift it by herself because it's too heavy but other than that, I love this mattress.",5.0,-1
"I just received the Modern Sleep Pillow Top 14"" Hybrid Cool Gel Memory Foam and Innerspring Mattress and I love it! It comes vacuumed packed in plastic and comes in a small rectangular box that makes it easy to maneuver when picking the perfect spot to put it. I was so surprised when I saw it because I was expecting a way bigger box! Once you unpack the mattress, you lay it flat, and CAREFULLY cut the plastic along the sides. You will then hear a loud hissing noise as the air is let into the mattress and it expands. I let the mattress “sit” without getting on it for 48 hours and it really did rise! It is a lot higher than my regular mattress but it is so worth it! I love the fact that it is firm yet the gel memory foam also makes it soft. The gel memory foam makes it so you feel cooler during the night by drawing the heat away from you as you sleep. I also love the fact that the side of the mattress has multiple little straps that you can hold onto so you can easily move it wherever you want. Bottom line…I would DEFINETLY buy this mattress!! It is a great investment and seems like it will last for years and years! Trust me, this is a purchase you will NOT regret!",5.0,1
"I was surprised to see the Queen-Size, 14"" Hybrid Cool Gel Memory Foam and Innerspring Mattress arrive at my front in a long narrow box. After cutting open the box, and then cutting off the shrink-wrap, the mattress folds out to its full size. Instructions are enclosed as to how to unpack the mattress. It's much easier if you place the unopened box on your bed before starting. I recommend having two people unwrap the package.",4.0,-1
"This mattress I recommend it 100%. In the last years this is the best mattress I've ever had. It is firm but smooth at the same time. Rest very well and you do not wake up tired as in other mattresses. My children love this mattress. You pay less than it's worth. When I received it, I was very impressed by the way I received it. I arrived in a box as if it was a taquito. I thought it was just like a quilt but when it was taken out of its bag the compressed air came out and took its natural form. Do not hesitate to buy this product, you wont regret it.",5.0,-1
This mattress came rolled up in a box. It definitely takes two people to open it and unroll it. You have to carefully cut the outer plastic open period Then enroll the mattress period and then cut the inner plastic off very carefully without cutting the mattress itself and let the mattress lay flat for approximately two days to gain its full height. The mattress is very comfortable to sleep on it is so soft and it fits two grown adults with no issue. The memory foam is wonderful. I never felt my husband getting up in the middle of the night like I used to on her old mattress. This mattress does require deep pocket fitted sheets for a good fit. Standard fitted sheets tend to come off because of the height of the mattress. Sleeping on this mattress is like sleeping on a cloud. It also keeps you cooler on warm nights. Will only be using this type of mattress in the future as it provides great support without being too firm.,5.0,-1
"The Modern Sleep Pillow Top 14” Hybrid Cool Gel Memory Foam and Innerspring Mattress is everything it says it is. The mattress is compressed in plastic, rolled in an additional layer of plastic, and placed in a tall box for speedy shipment. Shipping weight is 108 pounds and the mattress is in fact heavy. If you're in a place that has stairs, you will probably need some help getting the package in your home. Once inside, you can most likely handle the mattress to unpack it. I had no problem rolling and unwrapping the plastic, and then opening a corner side of the compressed area of plastic. After opening one corner, the air begins to release, take scissors and cut gently along that side. You can then remove the entire plastic along each side as the air continues to release. The mattress uncompressed readily and by the next day, it was almost at it's full 14”. The bottom layer of the mattress is innerspring and the top layer is the memory foam. I would say the mattress is semi-firm. The memory foam conforms to your body, whichever way you choose to sleep on it. I have lower back pain and as a norm, if I sleep longer than 4 hours, I literally have to roll out of bed in the mornings. With this mattress, I did not have the lower back pain. With that said, I have not had it long enough to say much in regards to back pain relief. I needed a bed in my small guest house and appreciate being able to sample this mattress as it will be great for guests/friends/family. I did notice the mattress keeps me cool in regards to not sweating. Usually I wake up with the back of my neck sweating but this didn't happen with this mattress. The mattress is virtually motionless which is great to say the least. Additional features besides being attractive, is the handles on all sides which helps in regards to moving the mattress. Presently I am awaiting the Modern Sleep platform bed that will accommodate this mattress perfectly. In regards to sheets, you would use your standard sheets but in regards to fitted sheets, slightly deep pockets is best. It may be time for you to break out of the old mattress sets and give the 'Modern Sleep Pillow Top Hybrid Cool Gel Memory Foam and Innerspring Mattress' a try.",5.0,1
"I received this mattress free of charge in exchange for my honest review of the product. Here's what I thought about it.

I haven't had a good mattress with any support in over 10 years, so it took me two weeks to really get a good feel for this one. My old mattress was a traditional inner-spring that had lost ALL its support. I've been suffering with back pain for years because of this and would toss and turn most of the night. The 1st night was rough, I couldn't get comfortable and that was to be expected since my spine wasn't used to being supported. The 2nd night, I slept like a baby. Literally, I laid across the bed to watch TV at 8:00 pm and woke up the next morning at 8:45 am. It's been like that ever since.

I've slept on pillow top mattresses before and never liked them because you'd wake up in a deep hole sweating like a hog because they'd retain heat and wrap a cocoon of padding around you. Not this one. The Cool Gel Memory Foam REALLY works! I never roll over into hot spots, the mattress stays cool and doesn't give you the feeling of having to try to climb out of a grave in the middle of the night if you decide to turn over. I like how it supports you, without allowing you to sink too far into the mattress. It's firm enough to offer support and also soft enough to carry you off to dreamland. I LOVE THIS MATTRESS!!! I am so glad I got it. I've been waking up refreshed and not feeling like the walking dead every morning the way I did with my old mattress.

You'll have to excuse my excitement in the video I attached. The mattress came in a box, rolled up like carpet and as flat as a pancake. Since they only allow you to attach one video, I'm pasting the link to the video I made of unrolling the mattress out of the box: https://youtu.be/cgd8_NyTNC0
Once we broke the seal on the bag, it was like watching a time-lapsed video of a cake rising in the oven. It was amazing! I don't know what kind of vacuum sealer type equipment they used to get it that flat, but whatever it was is ingenious! The mattress just kept growing over-night. So it wasn't until the next day that it was fully inflated and boy was it HUGE! If you're looking for a mattress and want support, comfort and a pretty nice looking product, I would highly recommend this model by Modern Sleep.",5.0,1
"SUPER COMFORT: UNREAL!! This mattress was more than I expected. I woke up this morning NOT sore, which has not happened for a long time. This mattress is FIRM but gives enough to conform to your body. I'm a heavy person so this was a treat. The mattress does not sink in. The mattress does not feel like I'm sleeping in a valley or on a hill. I have had this mattress for about one week now and I have to say it is awesome. The box was a bit beat up but luckily the mattress was well protected. The mattress is firm, which was what I wanted and I have slept amazing, and the best part is the husband approves too.
The paperwork says that the bed will fully expand to its 14"" height in 72 hours but you can sleep on it immediately. I'm guessing mine was around 7"" - 8"" when I set it up. I am getting a chemical smell as others have mentioned but it's tolerable. I know it will go away soon.
SET UP NOTES: This mattress comes rolled up & compressed, packed in vacuum sealed plastic with an outer layer of thick plastic protection. It is extremely heavy. It is rolled up from head to foot so expect a roll that is as long as your bed is wide. I recommend you first remove your old mattress. Then drag this heavy box ""intact"" into the bedroom. From there open the box and remove the roll. Discard the box to make room. I could not do this project alone. I highly recommend two people. Lift the roll onto your bed, centered across, so that it will fill the bed when unrolled. THEN, carefully remove the outer plastic wrapping. Next, begin to open the vacuum seal plastic. Scissors and a knife will work but you must be VERY careful not to cut the mattress. I found I could PULL most of the plastic apart. The mattress will begin to unroll while doing this. Once all of the plastic is removed, finish unrolling the mattress and nudge into position. It is still quite heavy and tough to move.

I MUST HIGHLY RECOMMEND THIS MATTRESS. IT WILL BE AN EXCELLENT PURCHASE!",5.0,1
"The ""Modern Sleep Pillow Top 14"" Hybrid Cool Gel Memory Foam and Innerspring Mattress"" is surprisingly comfortable. There's a softness to the mattress because of material used on the top and sides. At the same time, there is a firmness to the mattress as it supports one's body.

The depth of the mattress that I have is 14"". This caused the mattress to rest rather high on my foundation (I used my old boxspring). I loved it. It felt like a real treat to get into bed every night. There is a foundation sold on Walmart.com that states that it is 4"" so that may be a great addition for anyone interested in keeping their bed closer to the ground. For myself, the height is perfect.

Due to the depth of the mattress, sheets with deep pockets (for each corner) may be needed. I happened to have a sheet set that allows for a deep pocketed mattress and it worked well. Initially, I attempted to use a regular (didn't have deep pockets) sheet set and the sheet kept coming up and off of the corners.

Keep in mind that there are others mattress depths available in the Modern Sleep line up of mattresses through Walmart.com. This mattress is the best one I have ever owned.",5.0,1
"[This review was collected as part of a promotion.] We bought these for our patio bar and grill to match our Frontgate outdoor sofa set. The quality is on the flimsy side...they are very lightweight and plastic with a smooth shiny finish. It doesn't match exactly which is fine, but one bad gust of wind and these chairs will be in the neighbors' yard! They are comfortable and perfect height. We almost returned them because of the quality, but decided to keep them because of the price. I've heard that they fall apart within a year, but we've only had them a couple of weeks.",3.0,-1
"was looking for an accent chair for my living room, then I settled for this little bench. I'm quiet satisfied!",5.0,-1
"I really love the pop of color (I purchased this piece in teal) this little bench offers. It's sturdy and easy to setup, shipping was fast!",5.0,-1
Does not look like the picture the picture is way off how it looks in person the color is like a drak green gray,1.0,-1
"Soft mattress comforts to your body. My back hurts when I wake up sometimes because it's too soft. Not sure how the cooling effect works, to be honest too. Pillow top is more like how I would describe the mattress overall. Good price overall. package was beyond destroyed on arrival too.",4.0,1
I needed to replace the mattress that I had I also was on a tight budget so I went online researched a few  came across this one on a YouTube review I decided to research it a little bit more kind of worried about purchasing the set I went on ahead and purchased it anyway and I absolutely love it it sleeps well it doesn't goes flat it's in between firm and soft I suffer with back problems and it does help out the box spring you do have to put together it's not that hard to do hope this review helps you won't be disappointed it's been about a month and I'm still satisfied with purchase,5.0,1
"We have had this mattress for almost a month.  It is absolutely the best mattress we have ever had.  I normally prefer a firmer mattress, but the gel foam provides good support without being hard.  My husband has back problems and was very hesitant about ordering a mattress online and finding out that he may not be able to sleep on it.  He has slept better than he has in 20 years and is very happy with this mattress.   The mattress had a chemical smell when we first unpackaged it.  The smell dissipated within a week.  I am very pleased with the price and the quality.",5.0,1
"After sleeping on it for about 2 months,  I'm giving it a 5 star.  It's a bit on the firm side, but that's how we like it.  I would have to say that it's better for back and stomach sleepers.  The only complaint that I have is the box that it came was beat up. Looked like to went around the globe a few times. However, the dense plastic wrap was not breached. I think this is mainly due the the serious weight of this thing.  This mattress is substantial to say the least.",5.0,-1
"This bed is comfortable i suppose, but its not nearly as soft of a mattress as it advertises. My husband needs a soft pillow top mattress and I thought this would be perfect based on the reviews but its really not worth the money and we will be looking for a new mattress.",3.0,-1
"BEFORE PURCHASING I WAS VERY SCEPTICAL. ONCE I READ THE REVIEWS I TOOK A CHASE AND MADE MY PURCHASE. PACKAGE ARRIVED SOMEWHAT BEATUP HOWEVER THE PLASTC WRAP INSIDE WAS INTACT. PACKAGE IS QUITE HEAVY. IT IS A TWO PERSON JOB .I VERY CAREFULY CUT FIRST PLASTIC WITH SCISSORS AND WE PLACED IT RIGHT SIDE UP,THEN CUT SECOND PLASTIC. IT STARTED TO EXPAND RIGHT AWAY. THIS WAS SCAREY SINCE IT HAD SOME LUMPS AND SAGGING IN PLACES. NO WORRIES . YOU JUST HAVE TO LEAVE IT ALONE TO OPEN UP! WE WAITED 4 DAYS TO BE ON THE SAFE SIDE. WOW AMAZING! QUALITY,BEAUTY,HEIGHT,COMFORT  ALL BEYOND MY EXPECTATIONS. WE WILL BE  BUYING MORE OF THESE FOR SURE.",5.0,-1
We are so happy with the purchase of this rug for our outdoor patio space! The color is gorgeous and the fabric is perfect for the space. I would recommend this rug to anyone that is looking for a great indoor/outdoor rug! They have many gorgeous colors to choose from :),5.0,-1
"Item arrived on time, the box ( packaging it was shipped in )was in pretty rough shape but the mattress was not harmed. Other than that I have no complaints. I love this mattress its so comfortable and I sleep very well, honestly I dont know that Ill ever look for another type as long as I can buy this same type.!!",5.0,-1
First off make sure FedEx don't l leave it at the end of your driveway it's heavy after you unwrap it you'll find the instructions on how to unwrap it but after a puffs up and flip it over have help it's heavy puffed up nicely slept on it last night felt good got to give it a couple of days to see how good it will feel my wife enjoyed it both have miserable backs,4.0,-1
"At first I was very hesitant to buy this. There were enough good and bad reviews to keep me saying yes and no. So glad I took the chance. We loooooove it!
We bought the big 8x10 for our second living room/play room in gray color. It was wrapped well I guess but it looks like fedex kind of loves to drag it a bit here and there. Of course the plastic wrap might start ripping. Glad ours wasn't much to damage it. Unrolled it and in no time it laid flat. My 7&9 year olds came home from school and were laying all over it saying it was cozy. We own 2 very expensive $500 and $600 dollar rugs in our formal living and dining. This is the best rug ever and the price is so appealing. I would definitely recommend for a living room, play room and even bedroom over hardwood, tile or laminate.",5.0,1
I cannot believe how comfortable and wonderful this mattress is. Absolutely high-quality and exceptionally comfortable!,5.0,-1
"I have to admit, WalMart would have never entered my mind as a place to shop for a rug had it not popped up.  I am so happy it did as this is perfect for our application.  It is a soft cream color.  I have vacuumed it several times and no longer pick-up much carpet fiber or threads.  It has a very soft feel underneath our feet.  
The only negative I have is:  The rug initially stunk.  I'm not sure if it was the dye or the backing but,  I placed it outside in the sun (see photo), for a few hours  and  the odor was completely gone.",5.0,1
"this mattress is amazing. so plush and comfortable,  and the price is so reasonable.  I should have purchased this long ago, 100 % would recommend.  Instantly expands, it says to wait 48 to 72 hours, I slept on this the first night and was amazed!",5.0,-1
Bought this for my sons newly remodeled room. Purchased it in the dark red. Color is really nice and quality is good. I think the price might have been a bit high but we like it.,5.0,-1
Love this bed. Slept on it 2 nights. I was waking at least twice per night with my old mattress maybe because it's worn out. No more back pain in the morning with these. Also slept through both nights.,5.0,-1
"I bought the 8X10 Grey Flannel and I am so happy with it! Everywhere else I looked for a rug wanted way too much money for smaller rugs (and they also weren't the type I was looking for - shag) so I was quite surprised to see that this 8X10 was only $125. It came several days earlier than expected - bought it on a late Tuesday night and got it on Friday of the same week. I was a little weary about it not being ""shaggy"" enough but nope, it is perfect! After rolling it out, I laid on it for quite a while and ran my fingers and toes through the rug. Still hard to believe that I got this giant for such a great price. Not sure I understand what other reviewers mean about the ""Cat urine smell"", yeah it smells like new plastic but once I took off the plastic covering it doesn't smell too terrible.",5.0,1
"Mom have arthritis, so it's perfect not to hard no to soft, it doesn't sink!",5.0,-1
"We bought this in a 10 x 15 which is a perfect, and hard to find size for my room. The shag is thick and inviting, but still easy to vacuum. When you walk on iy it doesn't show your step-marks easily either. I hope to have this for many years.",5.0,1
Oh my gosh what a difference this makes!! Let me start off by saying my other mattress was only 4 years old. When I bought it 4 years ago I thought I was getting a good mattress. After all I listened to the sales woman at the mattress store. I should have done more research and got one like this.,5.0,1
"I recently had to move my wife to an Assisted Living Facility. We had to furnish her room, which has hardwood floors, therefore also had a lot of echo in the room. I ordered this rug not only for cutting down on the echo but to enhance the looks of the room, which it does beautifully. I'm totally satisfied with the color and the quality. I may even order a second one because I found that the room is large enough in which to push two of them together and therefore almost make it look like a carpeted room. I fully recommend this area rug.",5.0,1
"Received the Modern Sleep mattress to review as part of a consumer program. Upon arrival, I unwrapped the mattress to allow it to expand. I was already impressed with the quality of the fabric on the mattress. The mattress was plush and thick due to the various layers of material from which the mattress was created. I could not wait to allow the mattress to fully expand to see how it slept. Once I put it on the bed, I was amazed at how it compared to my last mattress. This mattress is firm—but in a good way. I have a memory foam pillow, but with this mattress I will have to resort to something a little softer to balance the firmness of the mattress. It does not sway or compromise with more than one person on the bed. Because it is a hybrid mattress, you get the best of both worlds. You get the flexibility of an innerspring, but the comfort and support that goes along with a memory foam mattress. This mattress superseded my expectations. Because this mattress is 14”, deep pocket sheets would be a wise investment. I see this mattress being an investment in my home for years to come.",5.0,1
"Holy cow! Their version of taupe is NOT what arrived. Luckily, I knew what taupe meant and I got exactly what I wanted, but if you think you're getting that chocolate brown color, you will be very disappointed!! The color goes perfectly with my furniture and it's a nice thick shag. I don't have any issues with any smell. The dogs love it!",4.0,1
"We have owned this bed (in a king size) for almost a month and we absolutely LOVE IT!  After much searching and reading reviews at walmart.com, we did a side-by-side comparison of this bed and a couple of other ones and decided on this one and couldn't be happier.  It is like heaven in a bed!  We love having the innerspring with the memory foam.  Its a great combination.  It cradles and supports your body and as soon as you get up, the memory foam just raises back up!  

As soon as we opened it, it raised right up to full size.  However, we let the mattress just sit and air for about 36 hours and slept on it the following night.  And I can honestly say we haven't slept that good in a very long time.  Best purchase we have made.   We placed the mattress on top of our existing box springs, but as the time is coming to replace the box springs we decided to just buy a smart base bed frame to put the mattress on since that is what we did with our kid's hybrid mattresses and it has worked out great.  My sister loved our bed so much that she and my brother-in-law ordered a king one and also bought the smart base bed frame.  And my parents are wanting to order one too!   So...we can highly recommend!",5.0,1
"Every 8x10 rug seemed to be hundreds of dollars. I really only needed a rug for my dogs to play on. I figured if they had accidents on it, it wouldn't hurt as much as if I bought a really expensive rug and had to throw it out. They seem to like it even though it's not that soft.",4.0,1
"Best mattress I ever slept on! I'm medium built and tall with a bad back, sleep like I'm in heaven...",5.0,-1
Works well for my garage floor. I love nylon rugs.,5.0,-1
I love the colors in this rug and the pile is long enough to be soft without making it a pain to vacuum. It really made the room pop and will match a lot of styles as my son grows.,5.0,-1
Love the carpet! Packaging needs improvement for shipping. Had a big grease stain on it when I cut off the plastic from where it was ripped during shipping.,3.0,1
It's been a week or so and it's good I like it just waiting to see if my partner is happy with it see that I got it for him due to pain,3.0,-1
Absolutely stunning in my family room,5.0,-1
[This review was collected as part of a promotion.] I got the multi colored one and it looks awesome with my patio furniture!,5.0,-1
"For the price, this rug is decent. The pile is a good length, thick enough and fairly cushy. It exceeded my expectations in that aspect.
However, I purchased it together with a 5x8 rug pad of the same brand and the rug is smaller than the rug pad on all sides by about an inch all the way around.
Also, one corner of the rug came misshapen. Its not a bend or a crease, but the actual shape has a small crescent dip in it. It's too much of a hassle to return the rug and see if the next one is the right shape and size. 
Overall, it's a decent rug, especially for the price. I just wish it was the size advertised and didn't have a defect.",3.0,1
"The mattress is smaller than it supposed to be, it is supposed to be 14 inches, and it only made it to 12 inches",3.0,-1
"The quality of the rug is great, but the color does not look like the picture... It is definitely more lime green than it looks.",3.0,-1
"Vibrant colors, great accent for the nursery room. However, not as thick as I anticipated.",4.0,-1
The very first one of these I bought I loved it. I have bought several since then and had to return because when I got them and rolled them out they were all stretched out and didn't lay straight. One was actually melted in one corner. I don't know what happen to the quality but it isn't there anymore. I was very disappointed.,2.0,1
i love IT Just What i expected,5.0,-1
"It is great, color is accurate to picture. Would have given it 5 stars, but it's a little pricier than I would have liked.",4.0,-1
"Great rug. However, we purchased two to go in our den, side by side. Unfortunately, one is about 1"" shorter than the other, so they don't work we'll together.",4.0,1
"Where do I even begin....This mattress is everything! I continued to using my same box spring, so this made the mattress much higher than the average because this mattress is extremely thick. It arrived in a box but once rolled out and released from the plastic you wouldn't believe it came in a box. I gave it a couple of hours to expand and it was ready to use. I did not want to get up for work the next morning...I have a hot blooded fiancee and he not once complained about being to hot. So the cool gel is working great! I would absolutely recommend this mattress to anyone who is looking for the comfort of both innerspring and foam. It was like sleeping in a hug!",5.0,-1
"I was hesitant to order this, in the fear it would look cheap but the cost totally won me over vs. the pottery barn similar rug that I wanted that was $800+. Very comparable and happy with it!",4.0,1
"I have 3 of these rugs in different colors.  I don't put them in the washer but I found that I can wash them on the patio with mild soap, rinse with the hose then hang them over a chair to dry and they dry nicely.  It's a nice rug for the price.",4.0,1
Love the color (fresh ivory) And the carpet s thicker than I thought it would be. I've had it for about a week and it is finally starting  to lay flat. My only complaint is that  one whole corner of the plastic cover was ripped from shipping and I took a chance and steam cleaned it and it came all out just fine. Fed Ex was the shipper I 'm sure they did the damage to the cover.  Great carpet so far!!!,4.0,1
Looks just as cute in person as it did online,5.0,-1
"It is a good quality rug. The colors are true to the picture on-line, the red a terri cotta.",5.0,-1
Just redid my bedroom floor and wanted something soft to walk on. This rug feels real good underfoot. The color is nice. My animals will enjoy laying on it too. Very nice rug and price was right.,5.0,1
"This is a beautiful rug, thick and soft. However, mine is getting little pulls or tufts in it. I have been tucking them down into the rug as I am afraid to trim them off. I first noticed them after vacuuming the first time and am unsure if this caused the tufts, or if my dogs' toenails are causing them, or if the yarn is not secured in the rug properly. I've had hooked rugs before and have not experienced this problem.",3.0,-1
If you are looking for a soft comfy rug this is not the one. But for the price it at least looks good. I had it sent to the store based off past reviews about it arriving dirty. It did arrive dirty but it wasn't that bad so I took it anyways.,3.0,1
I had to order this carpet 3 times! Every time it was delivered it was either damaged or had dirty spots on the carpet! Needless to say after 3 times ordering this area rug I never reordered it again very unhappy customer.,1.0,1
"This item was returned.
I have no idea if it was of good value or not. It arrived by carrier covered in dirt and black grease. The plastic protective covering was completely torn off both ends and the rug was disgusting and smelled. Walmart should have used heavier plastic to protect the rug. The carrier (unmarked Fed Ex vehicle) should have rang the bell and allowed me to refuse receiving damaged goods. Instead she drug it to the door, yes she drug the 8x10 white rug through my grass, up a sidewalk and left it on my doorstep. She didn't ring the bell and tried to drove away fast and wouldn't stop when I waved at her and tried to stop her. I wanted to refuse the shipment or file a complaint with her or something. Bottom line, she knew it was horribly damaged and should have taken responsibility.
Upon returning it to my local Walmart store the sales associate was appalled that it was delivered to us in this shape. She suggested we complain. We did and we also chose not to repurchase from Walmart.com. We went to our local Kroger and paid $20 more for the same rug but this one was clean and packaged properly.",1.0,1
"When rug arrived, we unrolled it to find 2 pretty large dirt stains.  Rug was cream colored, and dirt was dark gray.  Since we had guests arriving the next day, and no time to return, we attempted to remove the stain , with little success.  Luckily we have an ottoman that covers the areas of the stains.  Item wasn't available in local store, but I would suggest to anyone who purchases a similar item that you unroll the rug prior to paying for it, as you may be in for an unpleasant surprise.",2.0,-1
"I have back problems and this mattress contours to my body so for the first time in years I have been able to sleep on my back and sleep thru the night! Makes a difference in your everyday activities when you sleep good ! Very happy with this purchase! I almost paid over $1,500.00 for a similar mattress at those big mattress places! Yes it comes with a box spring too but did not need that nor did I want The bed that tall! I rated a 5 for these reasons!",5.0,-1
